machine_id,machine_nom,machine_type,date_installation,age_jours,heures_operation_estimees,mtbf_theorique_h,mtbf_actuel_h,derniere_panne_jours,nb_pannes_12m,v_rms_mm_s,a_rms_g,temperature_c,zone_iso,crest_factor,kurtosis,disponibilite_pct,oee_pct,asset_health_index,rul_estime_jours,rul_confiance_pct,cout_remplacement_eur,cout_horaire_arret,score_degradation,niveau_risque
V-401,Ventilateur PR,ventilateur,2022-02-14,802.9,19270,16000,15922,311.0,0,1.227,0.607,32.3,A,2.57,3.25,94.7,91.1,94.9,364.0,87.8,95000,760.0,4.5,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,820.4,19689,16000,15858,92.4,0,1.146,0.41,31.6,A,2.62,3.04,95.4,92.5,100,365.9,89.9,95000,760.0,6.8,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,837.8,20108,16000,15781,1410.5,0,1.292,0.599,33.4,A,2.87,2.89,97.9,92.7,97.6,329.9,98.0,95000,760.0,9.1,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,855.3,20527,16000,15694,291.0,0,2.491,1.242,31.0,B,2.9,3.17,97.1,86.4,92.8,325.0,98.2,95000,760.0,11.4,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,872.7,20945,16000,15597,685.4,0,1.662,0.631,32.8,A,2.62,3.14,97.1,88.5,84.2,296.6,86.2,95000,760.0,13.6,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,890.2,21364,16000,15492,429.5,0,3.059,1.476,34.0,B,3.2,3.27,95.8,90.7,81.9,301.2,94.4,95000,760.0,15.9,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,907.6,21783,16000,15380,671.9,0,2.436,1.185,36.0,B,2.84,3.65,96.9,86.9,84.9,328.2,97.3,95000,760.0,18.2,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,925.1,22202,16000,15260,369.1,0,2.851,1.354,34.2,B,3.1,3.89,95.9,86.5,83.6,285.0,80.7,95000,760.0,20.5,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,942.5,22621,16000,15133,489.0,0,1.727,0.859,40.8,A,2.95,3.39,96.5,87.6,83.9,291.7,83.7,95000,760.0,22.7,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,960.0,23040,16000,15000,774.1,1,3.0,1.163,36.9,B,3.1,3.54,95.7,85.8,86.2,282.7,84.4,95000,760.0,25.0,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,977.5,23459,16000,14861,46.7,1,2.6,1.109,40.5,B,2.82,4.22,94.0,84.5,80.7,302.2,87.0,95000,760.0,27.3,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,994.9,23878,16000,14715,523.3,2,3.111,1.517,40.9,B,2.82,3.41,97.1,87.8,83.5,259.9,86.3,95000,760.0,29.5,faible
V-401,Ventilateur PR,ventilateur,2022-02-14,1012.4,24297,16000,14564,1896.1,1,3.374,1.584,39.1,B,3.23,4.02,94.6,87.5,72.3,217.3,86.3,95000,760.0,31.8,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1029.8,24716,16000,14408,703.1,1,3.897,1.672,42.7,B,3.0,3.91,95.1,84.5,81.5,226.8,77.9,95000,760.0,34.1,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1047.3,25135,16000,14246,175.8,1,4.111,1.789,41.4,B,3.55,4.51,96.0,85.5,74.1,244.7,78.6,95000,760.0,36.4,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1064.7,25553,16000,14079,711.3,1,4.477,2.023,42.5,B,3.35,4.57,93.9,83.9,82.9,226.3,86.6,95000,760.0,38.6,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1082.2,25972,16000,13907,89.6,1,3.358,1.515,43.7,B,3.03,4.26,95.1,83.6,74.5,195.1,74.4,95000,760.0,40.9,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1099.6,26391,16000,13730,1592.6,1,4.517,2.037,46.1,C,3.7,3.92,94.9,84.2,73.0,203.0,67.9,95000,760.0,43.2,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1117.1,26810,16000,13548,105.3,1,4.68,1.881,48.0,C,3.5,4.79,93.3,85.5,73.9,206.1,82.8,95000,760.0,45.5,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1134.5,27229,16000,13362,382.6,1,4.794,2.197,47.1,C,3.21,5.71,93.4,82.4,75.4,204.7,72.8,95000,760.0,47.7,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1152.0,27648,16000,13172,3480.6,2,3.959,1.791,47.2,B,3.26,3.64,91.8,80.0,66.1,181.8,70.0,95000,760.0,50.0,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1169.5,28067,16000,12977,1728.5,1,4.978,2.231,44.7,C,3.25,4.51,92.0,80.9,70.5,156.8,74.3,95000,760.0,52.3,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1186.9,28486,16000,12777,102.7,2,4.391,1.86,47.9,B,3.66,4.67,92.2,80.5,68.7,181.5,71.9,95000,760.0,54.5,moyen
V-401,Ventilateur PR,ventilateur,2022-02-14,1204.4,28905,16000,12574,734.3,1,5.748,2.732,47.8,C,4.14,4.12,90.6,83.4,78.3,152.3,85.0,95000,760.0,56.8,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1221.8,29324,16000,12366,1319.4,3,4.964,2.156,50.1,C,3.85,4.46,92.2,79.0,74.1,131.2,77.7,95000,760.0,59.1,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1239.3,29743,16000,12154,811.0,1,4.498,2.034,52.1,B,3.75,4.8,90.7,79.7,70.4,129.2,78.2,95000,760.0,61.4,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1256.7,30161,16000,11939,431.8,2,5.181,2.322,54.8,C,3.75,5.25,91.1,76.7,64.8,142.9,71.1,95000,760.0,63.6,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1274.2,30580,16000,11719,3027.5,2,5.755,2.519,51.3,C,4.21,5.26,90.4,77.9,68.0,134.3,73.4,95000,760.0,65.9,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1291.6,30999,16000,11496,100.3,1,5.716,2.414,55.9,C,3.75,5.12,89.7,80.5,68.4,94.9,74.3,95000,760.0,68.2,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1309.1,31418,16000,11269,1624.6,1,5.627,2.529,54.5,C,4.27,4.74,91.9,78.4,68.8,95.6,64.3,95000,760.0,70.5,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1326.5,31837,16000,11038,1064.7,2,5.958,2.632,54.1,C,4.14,5.12,89.4,74.3,68.6,71.9,66.4,95000,760.0,72.7,eleve
V-401,Ventilateur PR,ventilateur,2022-02-14,1344.0,32256,16000,10804,774.1,2,6.206,2.884,54.6,C,4.07,5.22,89.1,76.8,57.9,90.4,79.9,95000,760.0,75.0,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1361.5,32675,16000,10566,154.9,3,5.226,2.365,56.0,C,3.76,5.98,89.9,75.9,55.9,82.3,68.9,95000,760.0,77.3,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1378.9,33094,16000,10324,18.3,4,6.605,2.911,55.9,C,4.38,5.94,88.6,76.1,57.8,23.3,71.6,95000,760.0,79.5,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1396.4,33513,16000,10079,396.6,2,6.549,2.977,59.0,C,4.02,5.72,89.4,73.3,51.8,84.7,64.2,95000,760.0,81.8,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1413.8,33932,16000,9831,196.5,2,6.775,3.331,61.7,C,4.34,6.05,91.3,73.3,62.2,38.1,67.3,95000,760.0,84.1,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1431.3,34351,16000,9579,22.0,3,6.196,2.734,62.3,C,4.11,5.74,92.0,76.1,55.0,86.7,61.6,95000,760.0,86.4,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1448.7,34769,16000,9324,419.0,2,6.324,2.883,56.1,C,4.37,5.58,88.6,73.7,55.1,52.1,70.6,95000,760.0,88.6,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1466.2,35188,16000,9066,187.1,3,7.402,3.376,61.4,D,4.11,6.44,90.4,75.3,57.0,22.5,64.9,95000,760.0,90.9,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1483.6,35607,16000,8804,1060.0,3,7.721,3.38,56.8,D,4.54,6.74,87.7,73.9,46.9,18.6,68.3,95000,760.0,93.2,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1501.1,36026,16000,8539,166.5,3,6.395,2.819,65.0,C,4.35,5.95,90.2,75.3,63.6,32.8,68.9,95000,760.0,95.5,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1518.5,36445,16000,8271,2833.0,3,7.46,3.321,66.7,D,4.11,6.32,88.4,72.5,58.5,-0.0,70.2,95000,760.0,97.7,critique
V-401,Ventilateur PR,ventilateur,2022-02-14,1536.0,36864,16000,8000,331.3,4,8.044,3.723,64.1,D,4.07,5.91,89.2,70.5,58.3,8.3,65.4,95000,760.0,100.0,critique
C-210,Compresseur HP,compresseur,2020-10-01,1018.5,24444,9500,9500,56.1,0,1.073,0.526,27.3,A,2.65,1.81,97.7,92.7,87.4,355.1,86.1,520000,4160.0,0.0,faible
C-210,Compresseur HP,compresseur,2020-10-01,1041.6,25000,9500,9484,724.4,0,0.697,0.495,29.7,A,2.47,2.56,97.8,91.6,87.1,372.1,87.8,520000,4160.0,2.3,faible
C-210,Compresseur HP,compresseur,2020-10-01,1064.8,25555,9500,9454,212.9,0,1.509,0.684,33.6,A,2.67,2.45,96.8,93.9,88.3,347.9,87.5,520000,4160.0,4.5,faible
C-210,Compresseur HP,compresseur,2020-10-01,1087.9,26111,9500,9415,79.4,0,1.71,0.665,35.2,A,2.66,3.11,98.5,93.4,91.5,333.0,89.5,520000,4160.0,6.8,faible
C-210,Compresseur HP,compresseur,2020-10-01,1111.1,26666,9500,9370,1371.9,0,0.68,0.22,32.4,A,2.79,2.71,97.0,88.2,90.6,332.4,90.5,520000,4160.0,9.1,faible
C-210,Compresseur HP,compresseur,2020-10-01,1134.2,27222,9500,9318,149.4,1,1.795,0.789,33.0,A,2.29,2.86,96.0,88.8,93.5,312.2,83.0,520000,4160.0,11.4,faible
C-210,Compresseur HP,compresseur,2020-10-01,1157.4,27777,9500,9261,873.7,0,2.309,1.032,34.2,B,2.57,3.27,98.0,89.4,93.1,291.2,89.5,520000,4160.0,13.6,faible
C-210,Compresseur HP,compresseur,2020-10-01,1180.5,28333,9500,9199,906.0,0,1.697,0.758,36.5,A,2.73,2.97,95.8,86.7,87.4,331.5,81.6,520000,4160.0,15.9,faible
C-210,Compresseur HP,compresseur,2020-10-01,1203.7,28888,9500,9132,229.7,0,1.837,0.928,36.1,A,3.2,3.58,94.5,89.8,77.6,324.0,84.1,520000,4160.0,18.2,faible
C-210,Compresseur HP,compresseur,2020-10-01,1226.8,29444,9500,9061,510.0,1,2.242,1.105,36.2,A,2.58,3.99,95.4,85.8,86.1,291.3,84.7,520000,4160.0,20.5,faible
C-210,Compresseur HP,compresseur,2020-10-01,1250.0,29999,9500,8985,104.7,1,3.237,1.474,37.4,B,2.85,3.18,94.7,88.8,76.7,293.9,80.5,520000,4160.0,22.7,faible
C-210,Compresseur HP,compresseur,2020-10-01,1273.1,30555,9500,8906,25.9,0,2.929,1.337,33.6,B,2.84,3.87,95.3,87.3,83.0,264.5,85.0,520000,4160.0,25.0,faible
C-210,Compresseur HP,compresseur,2020-10-01,1296.3,31111,9500,8823,394.1,1,2.825,1.174,38.5,B,2.98,3.38,95.6,90.3,79.5,245.3,89.7,520000,4160.0,27.3,faible
C-210,Compresseur HP,compresseur,2020-10-01,1319.4,31666,9500,8737,764.5,1,3.086,1.37,41.1,B,3.25,3.56,95.7,89.5,87.7,273.5,76.4,520000,4160.0,29.5,faible
C-210,Compresseur HP,compresseur,2020-10-01,1342.6,32222,9500,8647,1032.8,0,2.997,1.216,42.2,B,3.35,4.02,94.5,85.4,83.4,254.2,80.8,520000,4160.0,31.8,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1365.7,32777,9500,8555,1847.6,0,2.966,1.344,42.9,B,3.42,4.3,94.1,82.9,79.2,242.6,85.3,520000,4160.0,34.1,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1388.9,33333,9500,8458,41.9,1,3.931,1.736,43.3,B,3.08,4.15,94.9,84.7,80.7,249.7,75.4,520000,4160.0,36.4,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1412.0,33888,9500,8359,638.4,0,2.433,1.143,38.5,B,3.46,4.27,91.9,82.1,71.0,220.8,74.6,520000,4160.0,38.6,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1435.2,34444,9500,8257,817.3,1,3.529,1.57,47.2,B,3.14,4.18,93.4,84.4,70.8,230.5,78.1,520000,4160.0,40.9,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1458.3,34999,9500,8152,434.3,2,3.939,1.795,44.2,B,3.41,3.91,94.5,83.2,72.1,219.3,79.2,520000,4160.0,43.2,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1481.5,35555,9500,8044,322.9,1,4.537,2.065,44.8,C,3.14,3.86,93.1,83.3,68.1,194.1,78.9,520000,4160.0,45.5,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1504.6,36110,9500,7934,538.3,2,4.519,1.908,51.0,C,3.27,4.39,94.1,79.9,71.4,176.2,75.1,520000,4160.0,47.7,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1527.8,36666,9500,7821,2379.8,1,5.661,2.616,49.6,C,3.21,4.46,93.5,79.8,76.4,173.0,88.3,520000,4160.0,50.0,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1550.9,37222,9500,7705,318.9,2,4.884,2.343,44.8,C,3.75,5.12,91.5,79.9,69.2,195.7,65.6,520000,4160.0,52.3,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1574.0,37777,9500,7586,2790.8,1,4.902,2.178,48.7,C,3.29,4.56,92.3,83.4,72.2,156.6,73.6,520000,4160.0,54.5,moyen
C-210,Compresseur HP,compresseur,2020-10-01,1597.2,38333,9500,7466,667.9,2,5.317,2.386,50.6,C,3.56,4.74,91.3,79.3,70.0,183.1,74.5,520000,4160.0,56.8,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1620.3,38888,9500,7342,189.0,2,6.405,2.763,48.5,C,3.29,4.02,94.3,80.6,77.0,131.2,72.8,520000,4160.0,59.1,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1643.5,39444,9500,7217,460.1,2,5.029,2.345,51.4,C,3.68,4.7,91.8,79.5,68.4,123.3,79.1,520000,4160.0,61.4,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1666.6,39999,9500,7089,1905.0,2,5.268,2.395,55.1,C,3.84,3.81,91.4,78.6,66.8,149.7,64.6,520000,4160.0,63.6,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1689.8,40555,9500,6958,514.5,2,6.294,2.744,56.3,C,3.93,5.28,91.9,78.7,56.0,162.9,78.3,520000,4160.0,65.9,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1712.9,41110,9500,6826,2529.4,2,5.351,2.444,52.6,C,3.83,5.02,91.9,79.2,68.5,126.3,82.4,520000,4160.0,68.2,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1736.1,41666,9500,6691,104.1,2,5.614,2.434,52.4,C,3.89,5.35,91.5,76.7,60.3,106.2,68.3,520000,4160.0,70.5,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1759.2,42221,9500,6554,496.0,2,6.438,2.921,56.1,C,4.01,5.24,92.1,74.5,61.3,102.2,68.5,520000,4160.0,72.7,eleve
C-210,Compresseur HP,compresseur,2020-10-01,1782.4,42777,9500,6415,2700.4,3,6.268,2.754,56.7,C,3.86,5.7,91.1,77.5,61.7,83.7,81.0,520000,4160.0,75.0,critique
C-210,Compresseur HP,compresseur,2020-10-01,1805.5,43333,9500,6273,560.6,3,6.942,3.077,57.8,C,3.8,5.72,87.7,77.8,63.4,104.9,65.1,520000,4160.0,77.3,critique
C-210,Compresseur HP,compresseur,2020-10-01,1828.7,43888,9500,6130,1429.8,4,6.765,3.112,56.3,C,3.97,5.98,91.3,73.6,58.8,44.2,70.4,520000,4160.0,79.5,critique
C-210,Compresseur HP,compresseur,2020-10-01,1851.8,44444,9500,5985,1603.5,3,6.373,2.907,62.7,C,4.36,5.96,89.1,71.7,58.9,84.5,72.8,520000,4160.0,81.8,critique
C-210,Compresseur HP,compresseur,2020-10-01,1875.0,44999,9500,5837,635.6,2,7.136,3.241,56.2,D,3.92,5.91,89.4,74.6,56.3,88.0,64.4,520000,4160.0,84.1,critique
C-210,Compresseur HP,compresseur,2020-10-01,1898.1,45555,9500,5688,882.3,3,7.35,3.308,64.3,D,4.46,5.61,88.5,74.4,60.4,15.6,69.2,520000,4160.0,86.4,critique
C-210,Compresseur HP,compresseur,2020-10-01,1921.3,46110,9500,5536,319.3,4,7.325,3.308,65.3,D,4.3,6.18,88.5,74.4,60.9,77.0,62.6,520000,4160.0,88.6,critique
C-210,Compresseur HP,compresseur,2020-10-01,1944.4,46666,9500,5383,1503.8,3,5.792,2.624,61.0,C,4.51,6.58,88.3,75.0,64.3,25.2,63.0,520000,4160.0,90.9,critique
C-210,Compresseur HP,compresseur,2020-10-01,1967.6,47221,9500,5227,1094.3,4,7.928,3.506,63.9,D,4.52,6.35,88.2,74.6,55.9,23.7,63.4,520000,4160.0,93.2,critique
C-210,Compresseur HP,compresseur,2020-10-01,1990.7,47777,9500,5070,450.1,3,6.959,3.122,66.9,C,4.09,6.02,89.3,76.1,60.9,4.3,61.1,520000,4160.0,95.5,critique
C-210,Compresseur HP,compresseur,2020-10-01,2013.9,48332,9500,4911,1204.5,3,7.85,3.474,63.0,D,4.35,6.54,85.9,70.2,54.9,16.0,66.1,520000,4160.0,97.7,critique
C-210,Compresseur HP,compresseur,2020-10-01,2037.0,48888,9500,4750,673.7,3,7.885,3.457,63.6,D,4.65,6.61,88.7,72.8,55.9,-24.3,68.5,520000,4160.0,100.0,critique
M-102,Moteur 150kW,moteur,2019-04-30,1278.5,30684,14000,14000,43.1,0,2.178,1.053,30.4,A,2.35,2.12,97.7,92.0,93.3,359.5,84.6,110000,880.0,0.0,faible
M-102,Moteur 150kW,moteur,2019-04-30,1307.6,31381,14000,13976,90.2,0,0.378,0.197,27.2,A,2.5,2.71,99.5,90.6,96.6,366.2,86.0,110000,880.0,2.3,faible
M-102,Moteur 150kW,moteur,2019-04-30,1336.6,32079,14000,13932,1542.5,0,1.966,0.773,32.0,A,2.61,3.09,99.2,88.2,98.3,377.0,91.3,110000,880.0,4.5,faible
M-102,Moteur 150kW,moteur,2019-04-30,1365.7,32776,14000,13875,681.8,1,1.181,0.563,31.9,A,2.82,2.89,97.1,89.2,93.3,337.5,94.7,110000,880.0,6.8,faible
M-102,Moteur 150kW,moteur,2019-04-30,1394.7,33473,14000,13808,1123.4,0,1.304,0.604,34.4,A,2.66,3.06,98.4,91.0,91.6,335.4,90.0,110000,880.0,9.1,faible
M-102,Moteur 150kW,moteur,2019-04-30,1423.8,34171,14000,13732,494.0,0,3.109,1.443,31.0,B,3.08,3.14,97.2,89.9,100,308.2,90.1,110000,880.0,11.4,faible
M-102,Moteur 150kW,moteur,2019-04-30,1452.8,34868,14000,13648,325.7,0,1.775,0.926,35.3,A,2.56,3.09,97.1,89.9,100,314.1,86.9,110000,880.0,13.6,faible
M-102,Moteur 150kW,moteur,2019-04-30,1481.9,35566,14000,13556,383.2,1,2.127,0.857,30.9,A,2.9,4.04,96.0,89.4,90.3,272.3,80.7,110000,880.0,15.9,faible
M-102,Moteur 150kW,moteur,2019-04-30,1511.0,36263,14000,13457,572.4,0,2.361,0.999,36.5,B,2.71,3.32,97.0,89.4,87.3,326.8,81.4,110000,880.0,18.2,faible
M-102,Moteur 150kW,moteur,2019-04-30,1540.0,36960,14000,13352,443.5,1,2.48,1.15,37.1,B,2.76,3.64,94.7,92.9,82.6,286.1,90.9,110000,880.0,20.5,faible
M-102,Moteur 150kW,moteur,2019-04-30,1569.1,37658,14000,13242,1173.9,0,2.297,1.001,42.8,A,3.12,2.73,95.1,86.3,80.1,272.2,80.2,110000,880.0,22.7,faible
M-102,Moteur 150kW,moteur,2019-04-30,1598.1,38355,14000,13125,373.9,0,3.243,1.563,38.1,B,3.29,3.39,96.2,86.8,78.0,283.2,76.1,110000,880.0,25.0,faible
M-102,Moteur 150kW,moteur,2019-04-30,1627.2,39052,14000,13003,18.0,0,2.599,1.119,37.3,B,3.23,4.46,95.9,86.7,78.3,242.4,80.8,110000,880.0,27.3,faible
M-102,Moteur 150kW,moteur,2019-04-30,1656.2,39750,14000,12876,58.9,0,2.489,1.054,41.2,B,2.92,3.76,95.6,87.8,74.2,255.5,91.5,110000,880.0,29.5,faible
M-102,Moteur 150kW,moteur,2019-04-30,1685.3,40447,14000,12744,38.3,0,3.938,1.743,40.5,B,3.37,3.85,94.6,84.6,70.5,235.3,85.5,110000,880.0,31.8,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1714.4,41144,14000,12607,33.0,0,3.181,1.377,40.3,B,2.99,3.73,94.4,86.9,86.7,230.5,84.7,110000,880.0,34.1,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1743.4,41842,14000,12465,286.5,1,3.836,1.605,41.2,B,3.64,4.07,94.5,83.8,79.3,223.0,75.5,110000,880.0,36.4,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1772.5,42539,14000,12319,1414.1,0,4.084,1.794,41.2,B,3.19,4.33,94.0,84.1,75.3,210.0,77.4,110000,880.0,38.6,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1801.5,43237,14000,12168,440.8,1,3.488,1.472,44.0,B,3.42,4.2,93.7,84.7,73.6,209.9,84.4,110000,880.0,40.9,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1830.6,43934,14000,12014,194.0,1,3.312,1.535,42.9,B,3.4,4.36,95.8,82.9,76.1,206.2,84.4,110000,880.0,43.2,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1859.6,44631,14000,11855,1491.6,2,4.466,1.923,46.5,B,3.58,4.85,94.5,79.1,72.8,195.7,73.4,110000,880.0,45.5,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1888.7,45329,14000,11692,75.5,1,4.61,1.949,47.0,C,3.1,4.09,93.3,82.7,78.6,210.2,81.6,110000,880.0,47.7,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1917.8,46026,14000,11525,1947.7,2,4.705,2.051,44.6,C,3.82,4.82,92.4,80.1,74.1,167.8,89.8,110000,880.0,50.0,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1946.8,46723,14000,11354,1420.9,1,4.167,1.92,47.6,B,3.59,4.08,93.6,82.7,77.8,174.3,81.9,110000,880.0,52.3,moyen
M-102,Moteur 150kW,moteur,2019-04-30,1975.9,47421,14000,11180,2662.9,1,5.099,2.257,50.7,C,3.08,5.07,92.5,79.3,76.9,171.0,75.9,110000,880.0,54.5,moyen
M-102,Moteur 150kW,moteur,2019-04-30,2004.9,48118,14000,11002,1417.4,2,4.775,2.134,48.2,C,3.82,5.06,92.6,76.7,63.6,180.4,77.3,110000,880.0,56.8,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2034.0,48815,14000,10820,1069.5,1,5.072,2.235,50.6,C,3.94,4.15,93.3,80.6,71.6,147.4,67.4,110000,880.0,59.1,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2063.0,49513,14000,10635,7535.9,2,5.167,2.345,52.1,C,3.57,4.88,89.9,78.0,58.8,123.5,76.7,110000,880.0,61.4,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2092.1,50210,14000,10447,412.1,1,5.442,2.283,53.0,C,3.83,5.62,92.4,78.8,70.9,140.2,80.1,110000,880.0,63.6,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2121.1,50908,14000,10254,387.0,3,6.219,2.93,52.0,C,3.83,5.41,91.5,77.6,62.5,121.6,77.2,110000,880.0,65.9,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2150.2,51605,14000,10059,1404.5,2,5.49,2.397,51.6,C,4.04,5.26,91.8,80.4,64.1,123.7,68.6,110000,880.0,68.2,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2179.3,52302,14000,9860,716.4,3,5.616,2.377,54.8,C,3.99,6.18,91.7,78.8,65.6,122.0,74.5,110000,880.0,70.5,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2208.3,53000,14000,9658,240.3,3,5.352,2.408,57.1,C,3.94,5.29,90.7,78.6,64.8,114.0,68.6,110000,880.0,72.7,eleve
M-102,Moteur 150kW,moteur,2019-04-30,2237.4,53697,14000,9453,283.5,3,6.923,3.182,56.9,C,3.98,6.09,91.6,78.1,60.7,72.7,74.1,110000,880.0,75.0,critique
M-102,Moteur 150kW,moteur,2019-04-30,2266.4,54394,14000,9245,7520.4,2,5.9,2.603,53.9,C,4.26,5.05,90.3,76.0,61.0,87.7,72.0,110000,880.0,77.3,critique
M-102,Moteur 150kW,moteur,2019-04-30,2295.5,55092,14000,9034,1558.6,3,6.273,2.832,58.9,C,3.95,5.78,89.6,76.3,65.2,78.8,67.9,110000,880.0,79.5,critique
M-102,Moteur 150kW,moteur,2019-04-30,2324.5,55789,14000,8819,1253.4,3,7.052,3.226,59.4,C,3.96,5.8,89.3,75.2,52.5,54.9,73.4,110000,880.0,81.8,critique
M-102,Moteur 150kW,moteur,2019-04-30,2353.6,56486,14000,8602,55.8,3,6.319,2.797,59.3,C,3.7,6.23,89.7,73.3,50.5,53.0,69.9,110000,880.0,84.1,critique
M-102,Moteur 150kW,moteur,2019-04-30,2382.7,57184,14000,8382,383.5,3,7.459,3.313,62.1,D,4.2,5.75,88.7,72.3,56.2,42.9,66.6,110000,880.0,86.4,critique
M-102,Moteur 150kW,moteur,2019-04-30,2411.7,57881,14000,8159,1167.8,3,6.112,2.796,62.8,C,4.57,5.18,89.7,73.5,56.1,63.2,67.5,110000,880.0,88.6,critique
M-102,Moteur 150kW,moteur,2019-04-30,2440.8,58579,14000,7933,629.1,3,6.99,3.228,59.5,C,4.24,6.48,87.9,71.7,52.9,50.6,69.6,110000,880.0,90.9,critique
M-102,Moteur 150kW,moteur,2019-04-30,2469.8,59276,14000,7704,3027.3,3,7.191,3.186,66.1,D,4.67,5.76,89.2,73.5,51.2,29.2,63.7,110000,880.0,93.2,critique
M-102,Moteur 150kW,moteur,2019-04-30,2498.9,59973,14000,7472,3624.4,4,6.642,3.001,60.1,C,4.15,5.35,86.4,73.3,60.0,40.6,63.9,110000,880.0,95.5,critique
M-102,Moteur 150kW,moteur,2019-04-30,2527.9,60671,14000,7237,805.0,4,8.302,3.706,60.9,D,4.4,6.11,88.5,73.3,52.4,-7.0,69.4,110000,880.0,97.7,critique
M-102,Moteur 150kW,moteur,2019-04-30,2557.0,61368,14000,7000,1120.6,4,7.027,3.157,64.3,C,4.82,6.52,87.2,71.5,52.4,0.9,56.4,110000,880.0,100.0,critique
R-300,Réducteur 2,reducteur,2023-01-20,598.0,14352,22000,22000,295.3,0,0.832,0.505,31.2,A,2.66,2.98,99.2,92.0,97.0,370.1,85.7,38000,304.0,0.0,faible
R-300,Réducteur 2,reducteur,2023-01-20,611.6,14678,22000,21962,1030.7,0,1.134,0.419,30.9,A,2.7,3.0,97.5,89.0,96.4,333.4,88.0,38000,304.0,2.3,faible
